"Country","Date","fips","Cases","Cases_daily","time","Cases_log","Cases_sum","n","coef.intercept","Exp_rate"
"Utah",2020-04-03,"49",1260,186,15,7.13886699994552,1875,20,5.408132600206,11.4865867713371
"Utah",2020-04-04,"49",1428,168,16,7.26403014289953,1875,20,5.44907908142685,11.226332725616
"Utah",2020-04-05,"49",1605,177,17,7.38087903556412,1875,20,5.40424947165213,11.5640691087517
"Utah",2020-04-06,"49",1675,70,18,7.42356844425917,1875,20,5.4592639479601,11.123020089689
"Utah",2020-04-07,"49",1752,77,19,7.46851327149634,1875,20,5.63790006618522,9.91909513909318
"Utah",2020-04-08,"49",1875,123,20,7.53636393840451,1875,20,5.80097115159248,8.8945958373871
"Vermont",2020-03-25,"50",123,28,1,4.81218435537242,605,15,NA,NA
"Vermont",2020-03-26,"50",158,35,2,5.06259503302697,605,15,NA,NA
"Vermont",2020-03-27,"50",184,26,3,5.21493575760899,605,15,NA,NA
"Vermont",2020-03-28,"50",211,27,4,5.35185813347607,605,15,NA,NA
"Vermont",2020-03-29,"50",235,24,5,5.45958551414416,605,15,NA,NA
"Vermont",2020-03-30,"50",256,21,6,5.54517744447956,605,15,NA,NA
"Vermont",2020-03-31,"50",293,37,7,5.68017260901707,605,15,4.75896135810727,13.6206405013369
"Vermont",2020-04-01,"50",321,28,8,5.77144112313002,605,15,4.86040735853169,11.6083260147458
"Vermont",2020-04-02,"50",338,17,9,5.82304589548302,605,15,4.93144160651921,10.3002981707247
"Vermont",2020-04-03,"50",389,51,10,5.96357934361845,605,15,4.9593215625395,9.9583859705547
"Vermont",2020-04-04,"50",461,72,11,6.13339804299665,605,15,4.91059580432379,10.7182666832185
"Vermont",2020-04-05,"50",512,51,12,6.23832462503951,605,15,4.85779573799679,11.3501093933123
"Vermont",2020-04-06,"50",543,31,13,6.29710931993394,605,15,4.88139253557294,11.0533188717258
"Vermont",2020-04-07,"50",575,32,14,6.35437004079735,605,15,4.9156009231222,10.6130674404461
"Vermont",2020-04-08,"50",605,30,15,6.40522845803084,605,15,5.01993352129772,9.61371556763774
"Virginia",2020-03-20,"51",115,21,1,4.74493212836325,3645,20,NA,NA
"Virginia",2020-03-21,"51",152,37,2,5.02388052084628,3645,20,NA,NA
"Virginia",2020-03-22,"51",219,67,3,5.3890717298165,3645,20,NA,NA
"Virginia",2020-03-23,"51",254,35,4,5.53733426701854,3645,20,NA,NA
"Virginia",2020-03-24,"51",290,36,5,5.66988092298052,3645,20,NA,NA
"Virginia",2020-03-25,"51",391,101,6,5.96870755998537,3645,20,NA,NA
"Virginia",2020-03-26,"51",604,213,7,6.40357419793482,3645,20,4.51299883525548,25.5228195719889
"Virginia",2020-03-27,"51",606,2,8,6.40687998606931,3645,20,4.59108691479437,23.6049165174021
"Virginia",2020-03-28,"51",740,134,9,6.60665018619822,3645,20,4.68483124667168,21.8768574364322
"Virginia",2020-03-29,"51",890,150,10,6.79122146272619,3645,20,4.67940666264842,21.6906162130082
"Virginia",2020-03-30,"51",1021,131,11,6.92853781816467,3645,20,4.78961473935201,20.0859802832053
"Virginia",2020-03-31,"51",1250,229,12,7.13089883029635,3645,20,5.02351062189478,17.5744376001769
"Virginia",2020-04-01,"51",1511,261,13,7.32052696227274,3645,20,5.18376148715379,16.1456557622653
"Virginia",2020-04-02,"51",1706,195,14,7.44190672805162,3645,20,5.03245947474246,17.4018255202362
"Virginia",2020-04-03,"51",2012,306,15,7.60688453121963,3645,20,5.1063483413514,16.76450967794
"Virginia",2020-04-04,"51",2407,395,16,7.78613643778307,3645,20,5.12652320873537,16.6158794608424
"Virginia",2020-04-05,"51",2637,230,17,7.87739718635329,3645,20,5.22005005491995,15.8693246017365
"Virginia",2020-04-06,"51",2878,241,18,7.96485088744731,3645,20,5.46846468976837,14.1422368905194
"Virginia",2020-04-07,"51",3333,455,19,8.11162807830774,3645,20,5.62150193190218,13.1775154358216
"Virginia",2020-04-08,"51",3645,312,20,8.20111164444276,3645,20,5.7514566068995,12.3779153321924
"Washington",2020-03-07,"53",110,24,1,4.70048036579242,9097,33,NA,NA
"Washington",2020-03-08,"53",141,31,2,4.94875989037817,9097,33,NA,NA
"Washington",2020-03-09,"53",179,38,3,5.18738580584075,9097,33,NA,NA
"Washington",2020-03-10,"53",279,100,4,5.63121178182137,9097,33,NA,NA
"Washington",2020-03-11,"53",338,59,5,5.82304589548302,9097,33,NA,NA
"Washington",2020-03-12,"53",419,81,6,6.03787091992214,9097,33,NA,NA
"Washington",2020-03-13,"53",511,92,7,6.2363695902037,9097,33,4.44908206106821,26.5055350784431
"Washington",2020-03-14,"53",609,98,8,6.4118182677099,9097,33,4.52274426469024,24.6207208529352
"Washington",2020-03-15,"53",675,66,9,6.51471269087253,9097,33,4.70109128135197,21.2732761485467
"Washington",2020-03-16,"53",794,119,10,6.67708346124714,9097,33,4.96657780682609,17.4817713458718
"Washington",2020-03-17,"53",908,114,11,6.81124437860129,9097,33,5.06705970552749,16.1477272595487
"Washington",2020-03-18,"53",1026,118,12,6.93342302573071,9097,33,5.1991089124045,14.648825313422
"Washington",2020-03-19,"53",1228,202,13,7.11314210870709,9097,33,5.25323523212442,14.1787812831449
"Washington",2020-03-20,"53",1404,176,14,7.24708058458576,9097,33,5.2601849718298,14.1392333956439
"Washington",2020-03-21,"53",1655,251,15,7.41155628781116,9097,33,5.18728203353698,14.7586527414248
"Washington",2020-03-22,"53",1844,189,16,7.51969240411654,9097,33,5.22519579738285,14.4361007352964
"Washington",2020-03-23,"53",2101,257,17,7.650168700845,9097,33,5.24703811875336,14.2418782235959
"Washington",2020-03-24,"53",2469,368,18,7.81156848934518,9097,33,5.2510716244577,14.2182192666072
"Washington",2020-03-25,"53",2585,116,19,7.85748078694253,9097,33,5.45832461904531,12.8593009187822
"Washington",2020-03-26,"53",3208,623,20,8.07340296898641,9097,33,5.42921545952657,13.0810437024761
"Washington",2020-03-27,"53",3770,562,21,8.23483028044206,9097,33,5.36117164952916,13.5162685490355
"Washington",2020-03-28,"53",4311,541,22,8.36892517474713,9097,33,5.23092900563872,14.2101998240254
"Washington",2020-03-29,"53",4896,585,23,8.49617382419216,9097,33,5.19173700768225,14.3931365512319
"Washington",2020-03-30,"53",5179,283,24,8.55236726642389,9097,33,5.35277136867494,13.554659326772
"Washington",2020-03-31,"53",5292,113,25,8.57395152523485,9097,33,5.66133826895824,12.0310155482216
"Washington",2020-04-01,"53",5588,296,26,8.62837672037685,9097,33,6.34286345809424,9.023592269406
"Washington",2020-04-02,"53",6585,997,27,8.79254961417738,9097,33,6.57544880636367,8.1065671196718
"Washington",2020-04-03,"53",6966,381,28,8.84879645092595,9097,33,6.72625681224346,7.52991022307088
"Washington",2020-04-04,"53",7498,532,29,8.92239159729586,9097,33,6.74698477806452,7.46467777592049
"Washington",2020-04-05,"53",7984,486,30,8.9851948179913,9097,33,6.62101370273658,7.91350903347622
"Washington",2020-04-06,"53",8384,400,31,9.03408040656082,9097,33,6.60261248232656,7.94237436544749
"Washington",2020-04-07,"53",8682,298,32,9.06900719585954,9097,33,6.88651418723651,6.93339777957249
"Washington",2020-04-08,"53",9097,415,33,9.11569996782206,9097,33,7.33657283573377,5.43414771452215
"West Virginia",2020-03-28,"54",113,17,1,4.72738781871234,483,12,NA,NA
"West Virginia",2020-03-29,"54",124,11,2,4.82028156560504,483,12,NA,NA
"West Virginia",2020-03-30,"54",145,21,3,4.97673374242057,483,12,NA,NA
"West Virginia",2020-03-31,"54",162,17,4,5.08759633523238,483,12,NA,NA
"West Virginia",2020-04-01,"54",191,29,5,5.25227342804663,483,12,NA,NA
"West Virginia",2020-04-02,"54",217,26,6,5.37989735354046,483,12,NA,NA
"West Virginia",2020-04-03,"54",242,25,7,5.48893772615669,483,12,4.57909814084059,13.1407892279641
"West Virginia",2020-04-04,"54",282,40,8,5.64190707093811,483,12,4.56009219210221,13.5056625063555
"West Virginia",2020-04-05,"54",324,42,9,5.78074351579233,483,12,4.56744521966742,13.4189824629885
"West Virginia",2020-04-06,"54",345,21,10,5.84354441703136,483,12,4.59971572924821,12.8099790653071
"West Virginia",2020-04-07,"54",412,67,11,6.02102334934953,483,12,4.62251821425755,12.5905345733076
"West Virginia",2020-04-08,"54",483,71,12,6.18001665365257,483,12,4.58388506823238,13.0934517600545
"Wisconsin",2020-03-18,"55",106,34,1,4.66343909411207,2756,22,NA,NA
"Wisconsin",2020-03-19,"55",155,49,2,5.04342511691925,2756,22,NA,NA
"Wisconsin",2020-03-20,"55",216,61,3,5.37527840768417,2756,22,NA,NA
"Wisconsin",2020-03-21,"55",281,65,4,5.63835466933375,2756,22,NA,NA
"Wisconsin",2020-03-22,"55",382,101,5,5.94542060860658,2756,22,NA,NA
"Wisconsin",2020-03-23,"55",418,36,6,6.03548143252476,2756,22,NA,NA
"Wisconsin",2020-03-24,"55",481,63,7,6.17586727010576,2756,22,4.54081817702454,25.3269262861233
"Wisconsin",2020-03-25,"55",623,142,8,6.43454651878745,2756,22,4.70482687955903,22.0416739058529
"Wisconsin",2020-03-26,"55",754,131,9,6.62539236800796,2756,22,4.83865470185478,19.9041865763499
"Wisconsin",2020-03-27,"55",930,176,10,6.8351845861473,2756,22,4.90408933305398,19.1053512696647
"Wisconsin",2020-03-28,"55",1042,112,11,6.94889722231331,2756,22,4.98315250199401,18.0691473080982
"Wisconsin",2020-03-29,"55",1120,78,12,7.02108396428914,2756,22,5.00622369089606,17.5125198823861
"Wisconsin",2020-03-30,"55",1267,147,13,7.14440718032114,2756,22,5.16855434572641,15.7221409855531
"Wisconsin",2020-03-31,"55",1351,84,14,7.2086003379602,2756,22,5.49519477314839,12.6646087867373
"Wisconsin",2020-04-01,"55",1550,199,15,7.34601020991329,2756,22,5.68814155812906,11.0864106691059
"Wisconsin",2020-04-02,"55",1730,180,16,7.45587668749182,2756,22,5.81680708092804,10.156495188945
"Wisconsin",2020-04-03,"55",1916,186,17,7.55799495853081,2756,22,5.79116923779209,10.3517203023215
"Wisconsin",2020-04-04,"55",2112,196,18,7.65539064482615,2756,22,5.74631702571072,10.6334712412929
"Wisconsin",2020-04-05,"55",2267,155,19,7.72621265050753,2756,22,5.81293793970236,10.1820777603879
"Wisconsin",2020-04-06,"55",2440,173,20,7.79975331828725,2756,22,5.87614046351789,9.76206349822843
"Wisconsin",2020-04-07,"55",2578,138,21,7.85476918349913,2756,22,6.09655603122758,8.50802812258962
"Wisconsin",2020-04-08,"55",2756,178,22,7.92153563213355,2756,22,6.26154503971318,7.62459984758193
"Wyoming",2020-03-31,"56",120,25,1,4.78749174278205,230,9,NA,NA
"Wyoming",2020-04-01,"56",137,17,2,4.91998092582813,230,9,NA,NA
"Wyoming",2020-04-02,"56",153,16,3,5.03043792139244,230,9,NA,NA
"Wyoming",2020-04-03,"56",166,13,4,5.11198778835654,230,9,NA,NA
"Wyoming",2020-04-04,"56",187,21,5,5.23110861685459,230,9,NA,NA
"Wyoming",2020-04-05,"56",200,13,6,5.29831736654804,230,9,NA,NA
"Wyoming",2020-04-06,"56",212,12,7,5.35658627467201,230,9,4.72446906626599,9.51652561632815
"Wyoming",2020-04-07,"56",221,9,8,5.39816270151775,230,9,4.78644529719929,8.11847004221265
"Wyoming",2020-04-08,"56",230,9,9,5.4380793089232,230,9,4.85479321545234,6.85982730975759
