Date,State,Positive,Negative,Pending,HospitalizedCurrently,HospitalizedCumulative,InICUcurrently,InICUcumulative,OnVentilatorCurrently,OnVentilatorCumulative,Recovered,Deaths,DataQualityGrade,LastUpdateET
20200413,OK,"2,069","20,790",,383,457,191,,,,865,99,B,4/13/2020 08:00
20200413,OR,"1,584","29,537",,321,369,96,,50,,,53,A,4/13/2020 11:00
20200413,PA,"24,199","105,593",,"2,243",,,,669,,,524,A,4/13/2020 12:00
20200413,PR,903,"5,960","1,288",,,,,,,,45,A,4/13/2020 06:00
20200413,RI,"2,976","17,685",,197,331,50,,26,,135,73,B,4/13/2020 00:00
20200413,SC,"3,319","28,106",,,496,,,,,,82,B,4/13/2020 17:26
20200413,SD,868,"8,134",0,,44,,,,,207,6,A,04-12-20 18:00
20200413,TN,"5,610","70,585",,,579,,,,,1671,109,A,4/13/2020 15:00
20200413,TX,"13,906","119,320",,"1,176",,,,,,2269,287,A,4/13/2020 12:45
20200413,UT,"2,363","43,424",,,201,,,,,218,18,A,4/13/2020 15:00
20200413,VA,"5,747","35,654",473,"1,238",,428,,302,,,149,A,4/13/2020 09:00
20200413,VI,51,322,2,,,,,,,43,1,,4/13/2020 18:30
20200413,VT,748,"9,618",,33,,,,,,15,28,A,4/13/2020 09:05
20200413,WA,"10,587","123,281",,527,,166,,,,,526,C,04-12-20 20:30
20200413,WI,"3,428","36,769",273,442,993,175,264,,,,154,A,4/13/2020 00:00
20200413,WV,626,"16,029",,95,164,43,73,23,50,85,9,B,4/13/2020 17:00
20200413,WY,275,"5,689",,,41,,,,,138,1,A,4/13/2020 15:19
20200412,AK,272,"7,766",,,31,,,,,66,8,A,04-12-20 14:50
20200412,AL,"3,525","18,058",,,437,,189,,119,,93,B,04-12-20 00:00
20200412,AR,"1,280","18,442",,74,130,,43,30,39,367,27,A,04-12-20 11:33
20200412,AS,0,3,2,,,,,,,,,,3/31/2020 19:16
20200412,AZ,"3,539","38,570",,,,,,,,,115,B,04-12-20 00:00
20200412,CA,"21,794","168,534","13,200","5,234",,1539,,,,,651,B,04-11-20 00:00
20200412,CO,"6,893","27,980",,822,"1,376",,,,,,274,A,04-11-20 00:00
20200412,CT,"12,035","29,185",,"1,654",,,,,,,554,A,04-12-20 16:00
20200412,DC,"1,875","8,765",,,,,,,,493,50,A,04-11-20 00:00
20200412,DE,"1,479","9,624",,190,,,,,,191,33,A,04-11-20 13:30
20200412,FL,"19,355","163,398","1,297",,"2,772",,,,,,465,A,04-12-20 11:23
20200412,GA,"12,452","42,001",,,"2,505",,,,,,433,A,04-12-20 11:27
20200412,GU,133,693,,13,,2,,2,,58,5,,04-11-20 07:40
20200412,HI,486,"17,482",,,44,,6,,2,300,8,A,04-11-20 18:00
20200412,IA,"1,587","16,005",,129,,55,,30,,674,41,A,04-12-20 00:00
20200412,ID,"1,407","12,901",,,131,,38,,,,27,A,04-11-20 19:00
20200412,IL,"20,852","79,883",,"3,680",,1166,,821,,,720,A,04-12-20 00:00
20200412,IN,"7,928","34,561",,,,820,,497,,,343,B,04-11-20 11:59
20200412,KS,"1,337","11,916",,,298,,,,,,56,B,04-12-20 12:00
20200412,KY,"1,840","22,727",,271,459,105,177,,,464,94,A,04-11-20 17:00
20200412,LA,"20,595","83,450",,"2,084",,,,458,,,840,A,04-12-20 13:00
20200412,MA,"25,381","91,463",,"2,514","2,514",,,,,,1056,B,04-12-20 16:00
20200412,MD,"8,225","41,539",,,"1,860",,,,,456,235,A,04-12-20 10:00
20200412,ME,633,"6,088",,,120,,,,,266,19,A,04-12-20 10:30
20200412,MI,"24,638","54,799",,"3,636",,1582,,1441,,433,1487,B,04-12-20 11:00
20200412,MN,"1,621","35,800",,157,361,74,146,,,772,70,A,04-11-20 21:00
20200412,MO,"4,160","41,040",,988,,,,,,,110,A,04-12-20 15:00
20200412,MP,11,27,9,,,,,,,,2,,04-11-20 00:00
20200412,MS,"2,781","18,632",,,548,,,,,,96,A,04-11-20 19:00
20200412,MT,387,"8,526",,22,47,,,,,169,6,A,04-12-20 10:21
20200412,NC,"4,520","57,619",,331,,,,,,,81,A,04-12-20 10:45
20200412,ND,308,"10,042",,12,39,,,,,121,8,B,04-12-20 12:58
20200412,NE,791,"9,900",,,,,,,,,17,A,04-12-20 13:40
20200412,NH,929,"9,996",119,,146,,,,,236,23,B,04-11-20 09:00
20200412,NJ,"61,850","64,885",,"7,604",,1914,,1644,,,2350,A,04-12-20 13:00
20200412,NM,"1,174","27,518",,78,,,,18,,235,20,A,04-11-20 00:00
20200412,NV,"2,836","21,775",,282,,,,,,,112,A,04-12-20 10:30
20200412,NY,"188,694","272,907",,"18,707","42,594",5198,,,,23887,9385,A,04-12-20 00:00
20200412,OH,"6,604","56,639",,,"1,948",,595,,,,253,B,04-12-20 14:00
20200412,OK,"1,970","20,790",,383,446,191,,,,865,96,B,04-12-20 08:00
20200412,OR,"1,527","28,231",,295,359,81,,52,,,52,A,04-12-20 11:00
20200412,PA,"22,833","102,057",,"2,097",,,,649,,,507,A,04-12-20 12:00
20200412,PR,897,"5,819","1,251",,,,,,,,44,A,04-12-20 07:00
20200412,RI,"2,665","17,685",,201,,50,,26,,35,63,B,04-12-20 00:00
20200412,SC,"3,319","28,106",,,496,,,,,,82,B,04-12-20 15:30
20200412,SD,730,"7,823",0,,43,,,,,197,6,A,04-11-20 18:00
20200412,TN,"5,308","65,369",,,567,,,,,1504,101,A,04-11-20 15:00
20200412,TX,"13,484","111,049",,"1,338",,,,,,2014,271,A,04-11-20 21:00
20200412,UT,"2,303","41,931",,,195,,,,,,18,A,04-12-20 15:00
20200412,VA,"5,274","34,711",521,751,,440,,294,,,141,A,04-11-20 17:00
20200412,VI,51,299,20,3,,,,,,43,1,,04-10-20 00:00
20200412,VT,727,"9,114",,34,,,,,,15,27,A,04-12-20 00:00
20200412,WA,"10,398","119,533",,642,,191,,,,,509,C,04-11-20 02:59
20200412,WI,"3,341","35,916",,442,974,179,261,,,,144,A,04-12-20 09:46
20200412,WV,611,"15,646",,81,,36,,24,,83,8,B,04-12-20 17:00
20200412,WY,261,"5,198",,,40,,,,,137,0,A,04-11-20 18:00
20200411,AK,257,"7,475",,,31,,,,,63,8,A,04-11-20 14:45
20200411,AL,"3,191","18,058",,,402,,177,,113,,91,B,04-11-20 00:00
20200411,AR,"1,226","17,352",,86,130,,43,33,39,340,24,A,04-11-20 13:20
20200411,AS,0,3,2,,,,,,,,,,3/31/2020 19:16
20200411,AZ,"3,393","37,137",,,,,,,,,108,B,04-11-20 00:00
20200411,CA,"20,615","152,604","13,200","5,236",,1591,,,,,609,B,04-09-20 00:00
20200411,CO,"6,510","26,143",,841,"1,312",,,,,,250,A,04-10-20 18:00
20200411,CT,"11,510","28,321",,"1,593",,,,,,,494,A,04-11-20 15:30
20200411,DC,"1,778","8,261",,,,,,,,447,47,A,04-10-20 10:00
20200411,DE,"1,479","9,624",,190,,,,,,191,33,A,04-11-20 13:30
20200411,FL,"18,494","154,439","1,418",,"2,661",,,,,,438,A,04-11-20 11:30
20200411,GA,"12,159","39,556",,,"2,479",,,,,,428,A,04-11-20 11:28
20200411,GU,133,693,,14,,2,,2,,58,5,,04-11-20 07:40
20200411,HI,465,"17,066",,,43,,6,,2,284,8,A,04-10-20 18:00
20200411,IA,"1,510","15,622",,118,,55,,30,,585,34,A,04-11-20 00:00
20200411,ID,"1,396","12,368",,,128,,35,,,,25,A,04-10-20 19:00
20200411,IL,"19,180","72,969",,"3,680",,1166,,821,,,677,A,04-11-20 00:00
20200411,IN,"7,435","31,780",,,,820,,497,,,330,B,04-10-20 23:59
20200411,KS,"1,268","11,075",,,293,,,,,,55,B,04-11-20 11:00
20200411,KY,"1,693","22,595",,271,459,105,177,,,464,90,A,04-10-20 17:00
20200411,LA,"20,014","76,901",,"2,067",,,,470,,,806,A,04-11-20 13:00
20200411,MA,"22,766","86,115",,"2,507","2,507",,,,,,946,B,04-11-20 12:30
20200411,MD,"7,694","39,544",,,"1,709",,,,,431,206,A,04-11-20 10:00
20200411,ME,616,"6,088",,,114,,,,,256,19,A,04-11-20 11:00
20200411,MI,"23,993","52,021",,"3,636",,1582,,1441,,595,1392,B,04-11-20 11:00
20200411,MN,"1,427","33,977",,145,340,69,138,,,729,64,A,04-10-20 17:00
20200411,MO,"4,024","39,148",,506,,,,,,,109,A,04-11-20 15:00
20200411,MP,11,27,9,,,,,,,,2,,04-11-20 00:00
20200411,MS,"2,642","18,632",,,528,,,,,,93,A,04-10-20 19:00
20200411,MT,377,"8,204",,21,46,,,,,169,6,A,04-10-20 00:00
20200411,NC,"4,312","56,081",,362,,,,,,,80,A,04-11-20 11:00
20200411,ND,293,"9,787",,10,36,,,,,119,7,B,04-11-20 13:00
20200411,NE,700,"9,285",,,,,,,,,17,A,04-11-20 14:00
20200411,NH,885,"9,608",93,,134,,,,,234,22,B,04-09-20 09:00
20200411,NJ,"58,151","62,042",,"7,618",,1746,,1650,,,2183,A,04-11-20 13:00
20200411,NM,"1,091","26,007",,75,,,,18,,235,19,A,04-10-20 00:00
20200411,NV,"2,700","20,887",,282,,,,,,,102,A,04-11-20 10:30
20200411,NY,"180,458","260,522",,"18,654","40,679",5009,,,,22025,8627,A,04-11-20 00:00
20200411,OH,"6,250","54,221",,,"1,859",,572,,,,247,B,04-11-20 14:00
20200411,OK,"1,868","20,790",,383,446,191,,,,865,94,B,04-11-20 08:00
20200411,OR,"1,371","25,853",,140,338,58,,46,,,48,A,04-10-20 11:00
20200411,PA,"21,655","98,498",,"2,115",,,,639,,,494,A,04-11-20 12:00
20200411,PR,788,"5,583","1,332",,,,,,,,42,A,04-11-20 07:00
20200411,RI,"2,349","15,858",,183,,50,,26,,35,56,B,04-11-20 00:00
20200411,SC,"3,207","26,886",,,496,,,,,,80,B,04-11-20 15:31
20200411,SD,626,"7,378",2,,33,,,,,189,6,A,04-10-20 18:00
20200411,TN,"5,114","61,714",,,556,,,,,1386,101,A,04-11-20 15:00
20200411,TX,"12,561","107,972",,"1,514",,,,,,1617,254,A,04-11-20 12:40
20200411,UT,"2,206","40,340",,,190,,,,,,18,A,04-11-20 15:00
20200411,VA,"5,077","32,922",517,"1,252",,426,,283,,,130,A,04-10-20 17:00
20200411,VI,51,299,20,3,,,,,,43,1,,04-11-20 09:30
20200411,VT,711,"8,547",,77,,,,,,15,25,A,04-11-20 00:00
20200411,WA,"10,162","118,236",,649,,191,,,,,494,C,04-10-20 02:59
20200411,WI,"3,213","34,680",,444,950,179,257,,,,137,A,04-11-20 01:00
20200411,WV,577,"14,875",,85,,40,,22,,63,5,B,04-11-20 10:00
20200411,WY,261,"5,198",,,37,,,,,129,0,A,04-11-20 18:00
20200410,AK,246,"7,186",,,28,,,,,55,7,A,04-10-20 15:30
20200410,AL,"2,968","18,058",,,368,,,,,,80,B,04-10-20 00:00
20200410,AR,"1,171","15,949",,86,130,,43,33,39,312,23,A,04-10-20 14:36
20200410,AS,0,3,2,,,,,,,,0,,04-06-20 16:00
20200410,AZ,"3,112","34,622",,,,,,,,,97,B,04-10-20 00:00
20200410,CA,"19,472","145,391","13,900","2,897",,1145,,,,,541,B,04-09-20 00:00
20200410,CO,"6,510","26,143",,842,"1,312",,,,,,250,A,04-10-20 01:59
20200410,CT,"10,538","25,750",,"1,562",,,,,,,448,A,04-10-20 17:00
20200410,DC,"1,660","7,695",,,,,,,,426,38,A,04-10-20 10:00
20200410,DE,"1,326","10,415",,181,,,,,,177,23,A,04-10-20 14:00
20200410,FL,"17,531","145,299","1,411",,"2,487",,,,,,390,A,04-10-20 11:30
20200410,GA,"11,483","34,664",,,"2,351",,,,,,416,A,04-10-20 11:28
20200410,GU,130,662,,14,,2,,2,,41,4,,04-09-20 20:45
20200410,HI,442,"15,707",,,42,,6,,2,251,6,A,04-09-20 18:00
20200410,IA,"1,388","14,565",,125,,55,,30,,506,31,A,04-10-20 00:00
20200410,ID,"1,353","11,741",,,127,,33,,,,24,A,04-09-20 19:00
20200410,IL,"17,887","69,640",,"3,680",,1166,,821,,,596,A,04-10-20 00:00
20200410,IN,"6,907","28,133",,,,820,,497,,,300,B,04-10-20 10:00
20200410,KS,"1,166","10,248",,,274,,,,,,50,B,04-10-20 09:30
20200410,KY,"1,693","22,595",,271,459,105,177,,,464,90,A,04-10-20 17:00
20200410,LA,"19,253","73,027",,"2,054",,,,479,,,755,A,04-10-20 13:00
20200410,MA,"20,878","81,564",,"2,435","2,435",,,,,,832,B,04-10-20 12:30
20200410,MD,"6,968","37,480",,,"1,413",,,,,397,171,A,04-10-20 10:00
20200410,ME,586,"6,088",,,111,,,,,246,17,A,04-10-20 12:00
20200410,MI,"22,783","49,261",,"3,823",,1663,,1394,,56,1281,B,04-10-20 11:00
20200410,MN,"1,336","32,558",,143,317,64,131,,,675,57,A,04-09-20 17:00
20200410,MO,"3,799","36,941",,568,,,,,,,96,A,04-10-20 15:00
20200410,MP,11,27,9,,,,,,,,2,,04-10-20 00:00
20200410,MS,"2,469","18,632",,,482,,,,,,82,A,04-09-20 19:00
20200410,MT,365,"7,932",,29,41,,,,,165,6,A,04-10-20 11:25
20200410,NC,"3,908","53,737",,423,,,,,,,74,A,04-10-20 11:00
20200410,ND,278,"9,330",,13,36,,,,,105,6,B,04-10-20 13:00
20200410,NE,635,"8,719",,,,,,,,,15,A,04-10-20 13:50
20200410,NH,819,"9,139",155,,124,,,,,234,21,B,04-09-20 09:00
20200410,NJ,"54,588","58,935",,"7,570",,1679,,1663,,682,1932,A,04-10-20 13:00
20200410,NM,"1,091","26,007",,73,,,,18,,217,19,A,04-10-20 00:00
20200410,NV,"2,584","20,165",,282,,,,,,,86,A,04-10-20 10:30
20200410,NY,"170,512","247,373",,"18,569","38,818",4908,,,,20249,7844,A,04-10-20 00:00
20200410,OH,"5,878","52,695",,,"1,755",,548,,,,231,B,04-10-20 14:00
20200410,OK,"1,794","20,370",,186,428,122,,,,790,88,B,04-10-20 08:00
20200410,OR,"1,321","24,306",,146,326,66,,54,,,44,A,04-09-20 11:00
20200410,PA,"19,979","93,040",,"2,072",,,,611,,,416,A,04-10-20 12:00
20200410,PR,725,"5,121","1,392",,,,,,,,39,A,04-10-20 06:00
20200410,RI,"2,015","12,281",,169,,45,,26,,35,49,B,04-10-20 00:00
20200410,SC,"3,065","25,118",,,496,,,,,,72,B,04-10-20 15:49
20200410,SD,536,"7,111",,,29,,,,,177,6,A,04-09-20 18:00
20200410,TN,"4,862","57,937",,,536,,,,,1145,98,A,04-10-20 15:00
20200410,TX,"11,671","104,047",,"1,532",,,,,,1366,226,A,04-10-20 13:00
20200410,UT,"2,102","38,660",,,183,,,,,,17,A,04-10-20 15:00
20200410,VA,"4,509","30,950",521,"1,238",772,457,,287,,,121,A,04-10-20 09:00
20200410,VI,50,273,45,3,,,,,,43,1,,04-09-20 21:30
20200410,VT,679,"7,553",,32,,,,,,15,24,A,04-10-20 11:00
20200410,WA,"9,941","116,396",,642,,191,,,,,476,C,04-09-20 02:59
20200410,WI,"3,068","33,225",,,904,190,247,,,,128,A,04-10-20 16:00
20200410,WV,554,"14,001",,85,,20,,22,,63,5,B,04-10-20 10:00
20200410,WY,253,"4,736",,,37,,,,,105,0,A,04-09-20 18:00
20200409,AK,235,"6,988",,,27,,,,,49,7,A,04-09-20 16:00
20200409,AL,"2,769","18,058",,,333,,,,,,74,B,04-09-20 00:00
20200409,AR,"1,119","13,832",,73,130,,43,31,39,288,21,A,04-09-20 14:35
20200409,AS,0,3,2,,,,,,,,0,,04-06-20 16:00
20200409,AZ,"3,018","34,160",,,,,,,,,89,B,04-09-20 00:00
20200409,CA,"18,309","145,191","14,100","2,825",,1132,,,,,492,B,04-08-20 19:00
20200409,CO,"5,655","23,544",,848,"1,162",,,,,,193,A,04-08-20 18:00
20200409,CT,"9,784","23,718",,"1,464",,,,,,,380,A,04-09-20 16:00
20200409,DC,"1,523","7,201",,,,,,,,393,32,A,04-08-20 00:00
20200409,DE,"1,207","8,683",,201,,,,,,173,23,A,04-09-20 17:00
20200409,FL,"16,364","136,185","1,395",,"2,268",,,,,,354,A,04-09-20 10:00
20200409,GA,"10,566","30,519",,,"2,159",,,,,,379,A,04-09-20 11:54
20200409,GU,128,593,,14,,2,,2,,33,4,,04-09-20 08:00
20200409,HI,435,"15,316",,,42,,6,,,113,5,A,04-08-20 18:00
20200409,IA,"1,270","13,703",,122,,,,,,476,29,A,04-09-20 00:00
20200409,ID,"1,232","11,299",,,113,,29,,,,18,A,04-08-20 19:00
20200409,IL,"16,422","64,435",,"3,680",,1166,,821,,,528,A,04-09-20 00:00
20200409,IN,"6,351","25,782",,,,924,,507,,,245,B,04-08-20 23:59
20200409,KS,"1,106","9,669",,,263,,,,,,42,B,04-09-20 12:00
20200409,KY,"1,346","20,455",,,,,,,,,73,A,04-08-20 17:00
20200409,LA,"18,283","68,636",,"2,014",,,,473,,,702,A,04-09-20 13:00
20200409,MA,"18,843","76,146",,"2,302","2,302",,,,,,725,B,04-09-20 12:30
20200409,MD,"6,185","35,344",,,"1,348",,,,,376,138,A,04-09-20 10:00
20200409,ME,560,"6,088",,,105,,,,,202,16,A,04-09-20 11:00
20200409,MI,"21,504","45,550",,"3,826",,1628,,1434,,56,1076,B,04-09-20 11:00
20200409,MN,"1,242","31,052",,145,293,63,119,,,625,50,A,04-09-20 12:00
20200409,MO,"3,539","34,955",,568,,,,,,,77,A,04-09-20 15:00
20200409,MP,11,27,9,,,,,,,,2,,04-08-20 00:00
20200409,MS,"2,260","18,632",,,441,,,,,,76,A,04-08-20 00:00
20200409,MT,354,"7,506",,13,36,,,,,157,6,A,04-09-20 13:33
20200409,NC,"3,651","44,158",,398,,,,,,,65,A,04-09-20 11:00
20200409,ND,269,"8,721",,14,34,,,,,101,5,B,04-09-20 13:00
20200409,NE,567,"8,116",,,,,,,,,14,A,04-09-20 13:36
20200409,NH,788,"8,763",143,,118,,,,,227,18,B,04-08-20 09:00
20200409,NJ,"51,027","56,165",,"7,363",,1523,,1551,,,1700,A,04-09-20 08:00
20200409,NM,865,"22,942",,59,,,,18,,201,16,A,04-08-20 00:00
20200409,NV,"2,456","19,315",,282,,,,,,,80,A,04-09-20 09:30
20200409,NY,"159,937","231,612",,"18,279","36,576",4925,,,,18297,7067,A,04-09-20 00:00
20200409,OH,"5,512","50,473",,,"1,612",,497,,,,213,B,04-09-20 14:00
20200409,OK,"1,684","18,595",,188,415,120,,,,686,80,B,04-09-20 08:00
20200409,OR,"1,321","24,306",,146,326,66,,54,,,44,A,04-09-20 11:00
20200409,PA,"18,228","87,374",,"2,051",,,,592,,,338,A,04-09-20 12:00
20200409,PR,683,"4,703","1,304",,,,,,,,33,A,04-09-20 07:00
20200409,RI,"1,727","10,682",,160,,45,,26,,35,43,B,04-09-20 00:00
20200409,SC,"2,792","24,575",,,241,,,,,,67,B,04-09-20 16:08
20200409,SD,447,"6,700",,,27,,,,,161,6,A,04-08-20 18:00
20200409,TN,"4,634","55,215",,,505,,,,,921,94,A,04-09-20 15:00
20200409,TX,"10,230","95,904",,"1,439",,,,,,1101,199,A,04-09-20 13:15
20200409,UT,"1,976","36,397",,,168,,,,,,13,A,04-09-20 15:00
20200409,VA,"4,042","28,984",627,669,685,469,,285,,,109,A,04-09-20 00:00
20200409,VI,46,251,42,,,,,,,39,1,,04-08-20 22:00
20200409,VT,628,"7,553",,33,,,,,,15,23,A,04-09-20 09:30
20200409,WA,"9,492","112,544",,650,,191,,,,,459,A,04-08-20 18:30
20200409,WI,"2,885","31,424",,,843,,230,,,,111,A,04-09-20 16:00
20200409,WV,523,"13,340",,,,,,,,,5,B,04-09-20 17:00
20200409,WY,230,"3,920",,,34,,,,,94,0,A,04-08-20 16:59
20200408,AK,226,"6,842",,,27,,,,,32,7,A,04-08-20 15:00
20200408,AL,"2,369","16,753",,,314,,,,,,66,B,04-08-20 00:00
20200408,AR,"1,000","13,530",,76,130,,43,30,39,208,18,A,04-08-20 14:35
20200408,AS,0,3,2,,,,,,,,0,,04-06-20 16:00
20200408,AZ,"2,726","31,838",,,,,,,,,80,B,04-08-20 00:00
20200408,CA,"16,957","127,307","14,600","2,714",,1154,,,,,442,B,04-07-20 18:00
20200408,CO,"5,429","22,665",,833,"1,079",,,,,,179,A,04-07-20 18:00
20200408,CT,"7,781","21,255",,"1,308",,,,,,,277,A,04-07-20 22:00
20200408,DC,"1,440","6,843",,,,,,,,361,27,A,04-07-20 00:00
20200408,DE,928,"7,628",,147,,,,,,144,16,A,04-07-20 16:30
20200408,FL,"15,455","127,679","1,324",,"2,062",,,,,,309,A,04-08-20 14:00
20200408,GA,"9,901","28,886",,,"1,993",,,,,,362,A,04-08-20 12:29
20200408,GU,125,562,,21,,2,,2,,31,4,,04-08-20 07:30
20200408,HI,410,"14,739",,,42,,6,,,113,5,A,04-07-20 18:00
20200408,IA,"1,145","12,821",,122,193,,,,,431,27,A,04-08-20 13:00
20200408,ID,"1,210","10,688",,,93,,24,,,,15,A,04-07-20 19:00
20200408,IL,"15,078","59,988",,"3,680",,1166,,821,,,462,A,04-08-20 00:00
20200408,IN,"5,943","24,926",,,,924,,507,,,203,B,04-08-20 02:45
20200408,KS,"1,046","9,137",,,223,,,,,,38,B,04-07-20 12:00
20200408,KY,"1,149","20,455",,,,,,,,,65,A,04-07-20 17:00
20200408,LA,"17,030","64,376",,"1,983",,,,490,,,652,A,04-08-20 13:00
20200408,MA,"16,692","70,849",,"2,119","2,119",,,,,,615,B,04-08-20 12:30
20200408,MD,"5,529","32,933",,,"1,210",,,,,365,124,A,04-08-20 10:00
20200408,ME,537,"6,088",,,101,,,,,187,14,A,04-08-20 11:00
20200408,MI,"20,589","45,550",,,,,,,,56,959,B,04-08-20 11:00
20200408,MN,"1,154","29,599",,135,271,64,105,,,593,39,A,04-08-20 17:00
20200408,MO,"3,327","30,783",,519,,,,,,,58,A,04-08-20 15:00
20200408,MP,11,27,9,,,,,,,,2,,04-08-20 00:00
20200408,MS,"2,003","18,632",,,410,,,,,,67,A,04-07-20 19:00
20200408,MT,332,"7,066",,,31,,,,,135,6,A,04-08-20 13:45
20200408,NC,"3,426","39,561",,386,,,,,,,53,A,04-08-20 11:00
20200408,ND,251,"8,301",,16,34,,,,,98,4,B,04-08-20 13:54
20200408,NE,519,"7,442",,,,,,,,,12,A,04-08-20 13:45
20200408,NH,788,"8,389",89,,118,,,,,211,18,B,04-08-20 15:11
20200408,NJ,"47,437","52,979",,"7,026",,1617,,1576,,,1504,A,04-08-20 14:08
20200408,NM,794,"21,451",,51,,,,18,,171,13,A,04-07-20 00:00
20200408,NV,"2,318","18,248",,282,,,,,,,71,A,04-08-20 15:00
20200408,NY,"149,316","215,837",,"18,079","34,432",4593,,,,16353,6268,A,04-07-20 00:00
20200408,OH,"5,148","48,193",,,"1,495",,472,,,,193,B,04-08-20 14:00
20200408,OK,"1,524","11,821",,188,390,120,,,,686,79,B,04-08-20 08:00
20200408,OR,"1,239","23,325",,156,324,61,,58,69,,33,A,04-07-20 11:00
20200408,PA,"16,239","82,299",,"1,898",,,,603,,,309,A,04-08-20 14:45
20200408,PR,620,"4,266","1,160",,,,,,,,24,A,04-08-20 09:00
20200408,RI,"1,450","10,682",,143,,45,,26,,35,35,B,04-08-20 00:00
20200408,SC,"2,552","22,082",,,241,,,,,,63,B,04-08-20 15:30
20200408,SD,393,"6,355",0,,26,,,,,146,6,A,04-08-20 12:30
20200408,TN,"4,362","52,256",,,449,,,,,592,79,A,04-08-20 15:00
20200408,TX,"9,353","86,905",,"1,491",,,,,,38,177,A,04-08-20 14:21
20200408,UT,"1,846","34,270",,,158,,,,,,13,A,04-08-20 15:00
20200408,VA,"3,645","27,000",,,615,,145,,108,,75,A,04-07-20 17:00
20200408,VI,45,242,35,,,,,,,39,1,,04-07-20 19:00
20200408,VT,605,"7,144",,35,50,,,,,15,23,A,04-08-20 11:00
20200408,WA,"9,214","108,847",,655,,186,,,,,443,A,04-07-20 18:30
20200408,WI,"2,756","30,115",,,790,,218,,,,99,A,04-08-20 16:00
20200408,WV,462,"12,083",,,,,,,,,4,B,04-08-20 10:00
20200408,WY,221,"3,843",,,33,,,,,62,0,A,04-07-20 18:21
20200407,AK,213,"6,700",,,23,,,,,29,6,A,04-07-20 15:15
20200407,AL,"2,119","12,797",,,271,,,,,,56,B,04-07-20 00:00
20200407,AR,946,"12,692",,74,148,,,26,43,142,16,A,04-07-20 14:41
20200407,AS,0,3,2,,,,,,,,0,,04-06-20 16:00
20200407,AZ,"2,575","30,800",,,,,,,,,73,B,04-07-20 00:00
20200407,CA,"15,865","115,364","14,100","2,611",,1108,,,,,374,B,04-07-20 18:00
20200407,CO,"5,172","21,703",,786,994,,,,,,150,A,04-06-20 18:00
20200407,CT,"7,781","21,255",,"1,308",,,,,,,277,A,04-07-20 04:00
20200407,DC,"1,211","6,612",,,,,,,,318,22,A,04-06-20 00:00
20200407,DE,928,"7,628",,147,,,,,,144,16,A,04-07-20 16:30
20200407,FL,"14,747","123,415","1,407",,"1,999",,,,,,296,A,04-07-20 16:36
20200407,GA,"8,818","24,895",,,"1,774",,,,,,329,A,04-07-20 11:28
20200407,GU,121,529,,21,,2,,2,,27,4,,04-07-20 07:00
20200407,HI,387,"13,155",,,26,,6,,,89,5,A,04-06-20 18:00
20200407,IA,"1,048","11,670",,104,193,,,,,341,26,A,04-07-20 00:00
20200407,ID,"1,170","10,076",,,83,,21,,,,13,A,04-06-20 19:00
20200407,IL,"13,549","55,183",,"3,680",,1166,,821,,,380,A,04-07-20 00:00
20200407,IN,"5,507","23,257",,,,924,,507,,,173,B,04-06-20 23:59
20200407,KS,900,"8,614",,,223,,,,,,27,B,04-07-20 12:00
20200407,KY,"1,008","18,947",,,,,,,,,59,A,04-06-20 17:00
20200407,LA,"16,284","58,371",,"1,996",,,,519,,,582,A,04-07-20 13:00
20200407,MA,"15,104","66,270",,"1,831","1,831",,,,,,515,B,04-07-20 12:30
20200407,MD,"4,371","27,256",,,"1,106",,,,,288,103,A,04-07-20 10:00
20200407,ME,519,"6,088",,,99,,,,,176,12,A,04-07-20 11:45
20200407,MI,"19,823","45,550",,,,,,,,56,845,B,04-07-20 11:00
20200407,MN,"1,069","28,191",,120,242,64,100,,,515,34,A,04-06-20 17:00
20200407,MO,"3,037","28,932",,508,,,,,,,53,A,04-07-20 15:00
20200407,MP,8,15,,,,,,,,,2,,04-07-20 05:39
20200407,MS,"1,915","18,632",,,377,,,,,,59,A,04-07-20 19:00
20200407,MT,319,"6,666",,,28,,,,,,6,A,04-07-20 13:28
20200407,NC,"3,221","37,861",,354,,,,,,,46,A,04-07-20 10:15
20200407,ND,237,"7,466",,18,33,,,,,82,4,B,04-07-20 13:00
20200407,NE,447,"6,811",,,,,,,,,10,A,04-07-20 14:38
20200407,NH,715,"8,019",49,,103,,,,,151,9,B,04-06-20 09:00
20200407,NJ,"44,416","50,558",,"7,017",,1651,,1540,,,1232,A,04-07-20 13:00
20200407,NM,686,"21,139",,48,,,,18,,133,12,A,04-06-20 00:00
20200407,NV,"2,087","16,552",,282,,,,,,,58,A,04-07-20 10:00
20200407,NY,"138,863","201,195",,"17,493","32,083",4593,,,,14590,5489,A,04-06-20 00:00
20200407,OH,"4,782","46,056",,,"1,354",,417,,,,167,B,04-07-20 14:00
20200407,OK,"1,472","11,821",,186,376,137,,,,612,67,B,04-07-20 08:00
20200407,OR,"1,181","21,826",,,324,,,69,,,33,A,04-06-20 11:00
20200407,PA,"14,559","76,719",,"1,665",,,,548,,,240,A,04-07-20 13:00
20200407,PR,573,"3,966",968,,,,,,,,23,A,04-07-20 07:00
20200407,RI,"1,230","9,077",,123,,40,,26,,35,30,B,04-07-20 00:00
