Date,Quantile50,Quantile75,Quantile975,Local
7/17/2020,1,1,2,Malaysia
7/18/2020,1,1,2,Malaysia
7/19/2020,1,1,2,Malaysia
7/20/2020,1,1,2,Malaysia
7/21/2020,1,1,2,Malaysia
7/22/2020,1,1,2,Malaysia
7/23/2020,1,1,2,Malaysia
7/24/2020,1,1,2,Malaysia
7/25/2020,1,1,2,Malaysia
7/26/2020,1,1,2,Malaysia
7/27/2020,1,1,2,Malaysia
7/28/2020,1,1,2,Malaysia
7/29/2020,1,1,2,Malaysia
7/30/2020,1,1,1,Malaysia
7/31/2020,1,1,1,Malaysia
8/1/2020,1,1,1,Malaysia
8/2/2020,1,1,1,Malaysia
8/3/2020,1,1,1,Malaysia
8/4/2020,1,1,1,Malaysia
8/5/2020,1,1,1,Malaysia
8/6/2020,1,1,1,Malaysia
8/7/2020,1,1,1,Malaysia
8/8/2020,1,1,1,Malaysia
8/9/2020,1,1,1,Malaysia
8/10/2020,1,1,1,Malaysia
8/11/2020,1,1,1,Malaysia
8/12/2020,1,1,1,Malaysia
8/13/2020,1,1,1,Malaysia
8/14/2020,1,1,1,Malaysia
8/15/2020,1,1,1,Malaysia
8/16/2020,1,1,1,Malaysia
8/17/2020,1,1,1,Malaysia
8/18/2020,1,1,1,Malaysia
8/19/2020,1,1,1,Malaysia
8/20/2020,1,1,1,Malaysia
8/21/2020,1,1,1,Malaysia
8/22/2020,1,1,1,Malaysia
8/23/2020,1,1,1,Malaysia
8/24/2020,1,1,1,Malaysia
8/25/2020,1,1,1,Malaysia
8/26/2020,1,1,1,Malaysia
8/27/2020,1,1,1,Malaysia
8/28/2020,1,1,1,Malaysia
8/29/2020,1,1,1,Malaysia
8/30/2020,1,1,1,Malaysia
8/31/2020,1,1,1,Malaysia
9/1/2020,1,1,1,Malaysia
9/2/2020,1,1,1,Malaysia
9/3/2020,1,1,1,Malaysia
9/4/2020,1,1,1,Malaysia
9/5/2020,1,1,1,Malaysia
9/6/2020,1,1,1,Malaysia
9/7/2020,1,1,1,Malaysia
9/8/2020,1,1,1,Malaysia
9/9/2020,1,1,1,Malaysia
9/10/2020,1,1,1,Malaysia
9/11/2020,1,1,1,Malaysia
9/12/2020,1,1,1,Malaysia
9/13/2020,1,1,1,Malaysia
9/14/2020,1,1,1,Malaysia
9/15/2020,1,1,1,Malaysia
9/16/2020,1,1,1,Malaysia
9/17/2020,1,1,1,Malaysia
9/18/2020,1,1,1,Malaysia
9/19/2020,0,1,1,Malaysia
9/20/2020,1,1,1,Malaysia
9/21/2020,1,1,1,Malaysia
9/22/2020,1,1,1,Malaysia
9/23/2020,1,1,1,Malaysia
9/24/2020,1,1,1,Malaysia
9/25/2020,1,1,1,Malaysia
9/26/2020,1,1,1,Malaysia
9/27/2020,1,1,1,Malaysia
9/28/2020,1,1,1,Malaysia
9/29/2020,1,1,1,Malaysia
9/30/2020,1,1,1,Malaysia
10/1/2020,1,1,1,Malaysia
10/2/2020,1,1,1,Malaysia
10/3/2020,1,1,1,Malaysia
10/4/2020,1,1,1,Malaysia
10/5/2020,1,1,1,Malaysia
10/6/2020,1,1,1,Malaysia
10/7/2020,1,1,1,Malaysia
10/8/2020,1,1,1,Malaysia
10/9/2020,1,1,1,Malaysia
10/10/2020,1,1,1,Malaysia
10/11/2020,1,1,1,Malaysia
10/12/2020,1,1,1,Malaysia
10/13/2020,1,1,1,Malaysia
10/14/2020,1,1,1,Malaysia
10/15/2020,1,1,1,Malaysia
10/16/2020,1,1,1,Malaysia
10/17/2020,1,1,1,Malaysia
10/18/2020,1,1,1,Malaysia
10/19/2020,1,1,1,Malaysia
10/20/2020,1,1,1,Malaysia
10/21/2020,1,1,1,Malaysia
10/22/2020,1,1,1,Malaysia
10/23/2020,1,1,1,Malaysia
10/24/2020,1,1,1,Malaysia
10/25/2020,1,1,1,Malaysia
10/26/2020,1,1,1,Malaysia
10/27/2020,1,1,1,Malaysia
10/28/2020,1,1,1,Malaysia
10/29/2020,1,1,1,Malaysia
10/30/2020,1,1,1,Malaysia
10/31/2020,1,1,1,Malaysia
11/1/2020,1,1,1,Malaysia
11/2/2020,1,1,1,Malaysia
11/3/2020,1,1,1,Malaysia
11/4/2020,1,1,1,Malaysia
11/5/2020,1,1,1,Malaysia
11/6/2020,1,1,1,Malaysia
11/7/2020,1,1,1,Malaysia
11/8/2020,1,1,1,Malaysia
11/9/2020,1,1,1,Malaysia
11/10/2020,1,1,1,Malaysia
11/11/2020,1,1,1,Malaysia
11/12/2020,1,1,1,Malaysia
11/13/2020,1,1,1,Malaysia
11/14/2020,1,1,1,Malaysia
11/15/2020,1,1,1,Malaysia
11/16/2020,1,1,1,Malaysia
11/17/2020,1,1,1,Malaysia
11/18/2020,1,1,1,Malaysia
11/19/2020,1,1,1,Malaysia
